,name,rankall,name_type,rank_type,edu,limit_year,view_total
994,城市轨道交通运营管理,907,城市轨道交通类,59,专科 ,三年,5561
995,邮政通信管理,492,邮政类,36,专科 ,三年,20657
996,快递运营管理,425,邮政类,26,专科 ,三年,20681
997,电子信息工程技术,716,电子信息类,30,专科 ,三年,12967
998,应用电子技术,902,电子信息类,33,专科 ,三年,5640
999,微电子技术,1187,电子信息类,39,专科 ,三年,2316
1000,智能产品开发,759,电子信息类,31,专科 ,三年,10788
1001,智能终端技术与应用,159,电子信息类,6,专科 ,三年,21168
1002,智能监控技术应用,311,电子信息类,21,专科 ,三年,20766
1003,汽车智能技术,222,电子信息类,12,专科 ,三年,20926
1004,电子产品质量检测,1070,电子信息类,38,专科 ,三年,3342
1005,电子产品营销与服务,364,电子信息类,25,专科 ,三年,20715
1006,电子电路设计与工艺,303,电子信息类,19,专科 ,三年,20770
1007,电子制造技术与设备,308,电子信息类,20,专科 ,三年,20768
1008,电子测量技术与仪器,974,电子信息类,34,专科 ,三年,4456
1009,电子工艺与管理,1238,电子信息类,40,专科 ,三年,1553
1010,声像工程技术,297,电子信息类,18,专科 ,三年,20775
1011,移动互联应用技术,1268,电子信息类,42,专科 ,三年,514
1012,光电技术应用,294,电子信息类,17,专科 ,三年,20786
1013,光伏工程技术,357,电子信息类,24,专科 ,三年,20721
1014,光电显示技术,388,电子信息类,28,专科 ,三年,20701
1015,物联网应用技术,75,电子信息类,2,专科 ,三年,22525
1016,计算机应用技术,64,计算机类,1,专科 ,三年,23307
1017,计算机网络技术,92,计算机类,3,专科 ,三年,22219
1018,计算机信息管理,834,计算机类,32,专科 ,三年,7604
1019,计算机系统与维护,239,计算机类,15,专科 ,三年,20881
1020,软件技术,688,计算机类,29,专科 ,三年,16279
1021,软件与信息服务,237,计算机类,14,专科 ,三年,20883
1022,动漫制作技术,144,计算机类,5,专科 ,三年,21342
1023,嵌入式技术与应用,284,计算机类,16,专科 ,三年,20799
1024,数字展示技术,331,计算机类,22,专科 ,三年,20751
1025,数字媒体应用技术,142,计算机类,4,专科 ,三年,21352
1026,信息安全与管理,194,计算机类,10,专科 ,三年,21042
1027,移动应用开发,231,计算机类,13,专科 ,三年,20897
1028,云计算技术与应用,188,计算机类,9,专科 ,三年,21059
1029,电子商务技术,174,计算机类,8,专科 ,三年,21086
1030,大数据技术与应用,1264,计算机类,41,专科 ,三年,737
1031,虚拟现实应用技术,1272,计算机类,43,专科 ,三年,348
1032,通信技术,1013,通信类,37,专科 ,三年,4023
1033,移动通信技术,998,通信类,36,专科 ,三年,4151
1034,通信系统运行管理,976,通信类,35,专科 ,三年,4423
1035,通信工程设计与监理,382,通信类,27,专科 ,三年,20707
1036,光通信技术,353,通信类,23,专科 ,三年,20727
1037,物联网工程技术,219,通信类,11,专科 ,三年,20930
1038,电信服务与管理,377,通信类,26,专科 ,三年,20709
1039,临床医学,1,临床医学类,1,专科 ,三年,596646
1040,口腔医学,7,临床医学类,3,专科 ,三年,143980
1041,中医学,4,临床医学类,2,专科 ,三年,236077
1042,中医骨伤,714,临床医学类,31,专科 ,三年,13229
1043,针灸推拿,672,临床医学类,29,专科 ,三年,18827
1044,蒙医学,1021,临床医学类,42,专科 ,三年,3916
1045,藏医学,1062,临床医学类,44,专科 ,三年,3382
1046,维医学,1124,临床医学类,46,专科 ,三年,2834
1047,傣医学,568,临床医学类,23,专科 ,三年,20642
1048,哈医学,393,临床医学类,14,专科 ,三年,20699
1049,朝医学,1295,临床医学类,47,专科 ,三年,92
1050,护理,45,护理类,6,专科 ,三年,25698
1051,助产,833,护理类,37,专科 ,三年,7625
1052,药学,802,药学类,36,专科 ,三年,8692
1053,中药学,195,药学类,7,专科 ,三年,21042
1054,蒙药学,610,药学类,24,专科 ,三年,20632
1055,维药学,1019,药学类,41,专科 ,三年,3929
1056,藏药学,548,药学类,21,专科 ,三年,20645
1057,医学检验技术,845,医学技术类,38,专科 ,三年,7388
1058,医学生物技术,702,医学技术类,30,专科 ,三年,14864
1059,医学影像技术,791,医学技术类,35,专科 ,三年,9153
1060,医学美容技术,251,医学技术类,8,专科 ,三年,20867
1061,口腔医学技术,912,医学技术类,40,专科 ,三年,5431
1062,卫生检验与检疫技术,662,医学技术类,28,专科 ,三年,20414
1063,眼视光技术,757,医学技术类,33,专科 ,三年,10807
1064,放射治疗技术,462,医学技术类,17,专科 ,三年,20667
1065,呼吸治疗技术,1104,医学技术类,45,专科 ,三年,2986
1066,康复治疗技术,786,康复治疗类,34,专科 ,三年,9326
1067,言语听觉康复技术,542,康复治疗类,20,专科 ,三年,20647
1068,中医康复技术,298,康复治疗类,10,专科 ,三年,20774
1069,预防医学,349,公共卫生与卫生管理类,11,专科 ,三年,20733
1070,公共卫生管理,727,公共卫生与卫生管理类,32,专科 ,三年,12520
1071,卫生监督,882,公共卫生与卫生管理类,39,专科 ,三年,6107
1072,卫生信息管理,1029,公共卫生与卫生管理类,43,专科 ,三年,3762
1073,人口与家庭发展服务,649,人口与计划生育类,27,专科 ,三年,20621
1074,生殖健康服务与管理,549,人口与计划生育类,22,专科 ,三年,20645
1075,健康管理,282,健康管理与促进类,9,专科 ,三年,20805
1076,医学营养,25,健康管理与促进类,5,专科 ,三年,49149
1077,中医养生保健,361,健康管理与促进类,12,专科 ,三年,20717
1078,心理咨询,17,健康管理与促进类,4,专科 ,三年,58125
1079,医疗设备应用技术,376,健康管理与促进类,13,专科 ,三年,20709
1080,精密医疗器械技术,463,健康管理与促进类,18,专科 ,三年,20667
1081,医疗器械维护与管理,449,健康管理与促进类,16,专科 ,三年,20672
1082,康复工程技术,519,健康管理与促进类,19,专科 ,三年,20651
1083,康复辅助器具技术,638,健康管理与促进类,26,专科 ,三年,20624
1084,假肢与矫形器技术,627,健康管理与促进类,25,专科 ,三年,20627
1085,老年保健与管理,418,健康管理与促进类,15,专科 ,三年,20684
1086,医疗器械经营与管理,1302,健康管理与促进类,48,专科 ,三年,71
1087,财政,973,财政税务类,38,专科 ,三年,4470
1088,税务,1173,财政税务类,46,专科 ,三年,2442
1089,资产评估与管理,1076,财政税务类,41,专科 ,三年,3260
1090,政府采购管理,413,财政税务类,12,专科 ,三年,20688
1091,金融管理,140,金融类,2,专科 ,三年,21369
1092,国际金融,863,金融类,33,专科 ,三年,6774
1093,证券与期货,1105,金融类,42,专科 ,三年,2987
1094,信托与租赁,502,金融类,19,专科 ,三年,20655
1095,保险,371,金融类,9,专科 ,三年,20712
1096,投资与理财,1004,金融类,39,专科 ,三年,4087
1097,信用管理,434,金融类,14,专科 ,三年,20679
1098,农村金融,450,金融类,16,专科 ,三年,20673
1099,互联网金融,249,金融类,4,专科 ,三年,20876
1100,财务管理,812,财务会计类,32,专科 ,三年,8291
1101,会计,83,财务会计类,1,专科 ,三年,22340
1102,审计,244,财务会计类,3,专科 ,三年,20877
1103,会计信息管理,318,财务会计类,6,专科 ,三年,20760
1104,信息统计与分析,350,统计类,7,专科 ,三年,20734
1105,统计与会计核算,313,统计类,5,专科 ,三年,20764
1106,国际贸易实务,865,经济贸易类,35,专科 ,三年,6722
1107,国际经济与贸易,681,经济贸易类,29,专科 ,三年,17079
1108,国际商务,1158,经济贸易类,44,专科 ,三年,2565
1109,服务外包,591,经济贸易类,25,专科 ,三年,20638
1110,经济信息管理,1114,经济贸易类,43,专科 ,三年,2902
1111,报关与国际货运,1172,经济贸易类,45,专科 ,三年,2462
1112,商务经纪与代理,878,经济贸易类,36,专科 ,三年,6207
1113,国际文化贸易,583,经济贸易类,24,专科 ,三年,20640
1114,工商企业管理,936,工商管理类,37,专科 ,三年,5106
1115,商务管理,1050,工商管理类,40,专科 ,三年,3511
1116,商检技术,864,工商管理类,34,专科 ,三年,6755
1117,连锁经营管理,1216,工商管理类,47,专科 ,三年,1928
1118,市场管理与服务,458,工商管理类,17,专科 ,三年,20669
1119,品牌代理经营,595,工商管理类,27,专科 ,三年,20636
1120,中小企业创业与经营,1294,工商管理类,49,专科 ,三年,95
1121,市场营销,795,市场营销类,31,专科 ,三年,8843
1122,汽车营销与服务,416,市场营销类,13,专科 ,三年,20687
1123,广告策划与营销,407,市场营销类,11,专科 ,三年,20692
1124,茶艺与茶叶营销,526,市场营销类,21,专科 ,三年,20650
1125,电子商务,677,电子商务类,28,专科 ,三年,18020
1126,移动商务,405,电子商务类,10,专科 ,三年,20693
1127,网络营销,365,电子商务类,8,专科 ,三年,20716
1128,商务数据分析与应用,1289,电子商务类,48,专科 ,三年,115
1129,物流工程技术,483,物流类,18,专科 ,三年,20661
1130,物流信息技术,447,物流类,15,专科 ,三年,20674
1131,物流管理,693,物流类,30,专科 ,三年,15612
1132,物流金融管理,510,物流类,20,专科 ,三年,20655
1133,工程物流管理,536,物流类,22,专科 ,三年,20649
1134,冷链物流技术与管理,592,物流类,26,专科 ,三年,20637
1135,采购与供应管理,537,物流类,23,专科 ,三年,20650
1136,旅游管理,810,旅游类,7,专科 ,三年,8405
1137,导游,1038,旅游类,10,专科 ,三年,3682
1138,旅行社经营管理,916,旅游类,9,专科 ,三年,5357
1139,景区开发与管理,1207,旅游类,12,专科 ,三年,2058
1140,酒店管理,743,旅游类,6,专科 ,三年,11441
1141,休闲服务与管理,343,旅游类,3,专科 ,三年,20742
1142,餐饮管理,366,餐饮类,5,专科 ,三年,20716
1143,烹调工艺与营养,285,餐饮类,1,专科 ,三年,20800
1144,营养配餐,341,餐饮类,2,专科 ,三年,20743
1145,中西面点工艺,360,餐饮类,4,专科 ,三年,20719
1146,西餐工艺,867,餐饮类,8,专科 ,三年,6649
1147,会展策划与管理,1125,会展类,11,专科 ,三年,2822
1148,艺术设计,836,艺术设计类,48,专科 ,三年,7581
1149,视觉传播设计与制作,153,艺术设计类,2,专科 ,三年,21222
1150,广告设计与制作,847,艺术设计类,49,专科 ,三年,7248
1151,数字媒体艺术设计,170,艺术设计类,3,专科 ,三年,21104
1152,产品艺术设计,291,艺术设计类,7,专科 ,三年,20793
1153,家具艺术设计,421,艺术设计类,17,专科 ,三年,20683
1154,皮具艺术设计,555,艺术设计类,33,专科 ,三年,20645
1155,服装与服饰设计,228,艺术设计类,5,专科 ,三年,20919
1156,室内艺术设计,207,艺术设计类,4,专科 ,三年,21001
1157,展示艺术设计,408,艺术设计类,16,专科 ,三年,20692
1158,环境艺术设计,986,艺术设计类,50,专科 ,三年,4301
1159,公共艺术设计,438,艺术设计类,18,专科 ,三年,20678
1160,雕刻艺术设计,471,艺术设计类,21,专科 ,三年,20666
1161,包装艺术设计,446,艺术设计类,19,专科 ,三年,20675
1162,陶瓷设计与工艺,484,艺术设计类,24,专科 ,三年,20661
1163,刺绣设计与工艺,512,艺术设计类,28,专科 ,三年,20654
1164,玉器设计与工艺,544,艺术设计类,31,专科 ,三年,20647
1165,首饰设计与工艺,372,艺术设计类,12,专科 ,三年,20712
1166,工艺美术品设计,304,艺术设计类,9,专科 ,三年,20771
1167,动漫设计,146,艺术设计类,1,专科 ,三年,21325
1168,游戏设计,271,艺术设计类,6,专科 ,三年,20830
1169,人物形象设计,821,艺术设计类,46,专科 ,三年,7897
1170,美容美体艺术,399,艺术设计类,15,专科 ,三年,20699
1171,摄影与摄像艺术,299,艺术设计类,8,专科 ,三年,20776
1172,美术,1126,艺术设计类,53,专科 ,三年,2821
1173,表演艺术,1212,表演艺术类,56,专科 ,三年,1968
1174,戏剧影视表演,340,表演艺术类,10,专科 ,三年,20744
1175,歌舞表演,520,表演艺术类,29,专科 ,三年,20652
1176,戏曲表演,1265,表演艺术类,58,专科 ,三年,733
1177,曲艺表演,631,表演艺术类,38,专科 ,三年,20626
1178,音乐剧表演,493,表演艺术类,26,专科 ,三年,20658
1179,舞蹈表演,800,表演艺术类,45,专科 ,三年,8722
1180,国际标准舞,550,表演艺术类,32,专科 ,三年,20646
1181,服装表演,1009,表演艺术类,51,专科 ,三年,4055
1182,模特与礼仪,596,表演艺术类,36,专科 ,三年,20636
1183,现代流行音乐,394,表演艺术类,14,专科 ,三年,20700
1184,作曲技术,1263,表演艺术类,57,专科 ,三年,958
1185,音乐制作,527,表演艺术类,30,专科 ,三年,20650
1186,钢琴伴奏,556,表演艺术类,34,专科 ,三年,20645
1187,钢琴调律,1191,表演艺术类,55,专科 ,三年,2288
1188,舞蹈编导,477,表演艺术类,23,专科 ,三年,20664
1189,戏曲导演,607,表演艺术类,37,专科 ,三年,20634
1190,舞台艺术设计与制作,557,表演艺术类,35,专科 ,三年,20645
1191,音乐表演,1138,表演艺术类,54,专科 ,三年,2714
1192,音乐传播,1301,表演艺术类,59,专科 ,三年,72
1193,民族表演艺术,639,民族文化类,40,专科 ,三年,20625
1194,民族美术,643,民族文化类,41,专科 ,三年,20624
1195,民族服装与服饰,650,民族文化类,42,专科 ,三年,20622
1196,民族民居装饰,661,民族文化类,44,专科 ,三年,20615
1197,民族传统技艺,656,民族文化类,43,专科 ,三年,20621
1198,少数民族古籍修复,632,民族文化类,39,专科 ,三年,20626
1199,中国少数民族语言文化,1111,民族文化类,52,专科 ,三年,2957
1200,文化创意与策划,380,文化服务类,13,专科 ,三年,20709
1201,文化市场经营管理,473,文化服务类,22,专科 ,三年,20665
1202,公共文化服务与管理,500,文化服务类,27,专科 ,三年,20656
1203,文物修复与保护,351,文化服务类,11,专科 ,三年,20733
1204,考古探掘技术,469,文化服务类,20,专科 ,三年,20668
1205,文物博物馆服务与管理,486,文化服务类,25,专科 ,三年,20660
1206,图书档案管理,829,文化服务类,47,专科 ,三年,7721
1207,图文信息处理,220,新闻出版类,4,专科 ,三年,20932
1208,网络新闻与传播,165,新闻出版类,2,专科 ,三年,21136
1209,版面编辑与校对,1102,新闻出版类,20,专科 ,三年,3023
1210,出版商务,348,新闻出版类,10,专科 ,三年,20737
1211,出版与电脑编辑技术,952,新闻出版类,18,专科 ,三年,4777
1212,出版信息管理,1155,新闻出版类,22,专科 ,三年,2597
1213,数字出版,373,新闻出版类,11,专科 ,三年,20712
1214,数字媒体设备管理,319,新闻出版类,8,专科 ,三年,20759
1215,新闻采编与制作,1143,广播影视类,21,专科 ,三年,2655
1216,播音与主持,163,广播影视类,1,专科 ,三年,21155
1217,广播影视节目制作,247,广播影视类,5,专科 ,三年,20876
1218,广播电视技术,896,广播影视类,16,专科 ,三年,5705
1219,影视制片管理,346,广播影视类,9,专科 ,三年,20736
1220,影视编导,213,广播影视类,3,专科 ,三年,20971
1221,影视美术,411,广播影视类,12,专科 ,三年,20690
1222,影视多媒体技术,733,广播影视类,15,专科 ,三年,12102
1223,影视动画,982,广播影视类,19,专科 ,三年,4358
1224,影视照明技术与艺术,501,广播影视类,14,专科 ,三年,20655
1225,音像技术,1165,广播影视类,23,专科 ,三年,2536
1226,录音技术与艺术,428,广播影视类,13,专科 ,三年,20680
1227,摄影摄像技术,930,广播影视类,17,专科 ,三年,5191
1228,传播与策划,257,广播影视类,6,专科 ,三年,20862
1229,媒体营销,300,广播影视类,7,专科 ,三年,20776
1230,早期教育,187,教育类,3,专科 ,三年,21063
1231,学前教育,730,教育类,15,专科 ,三年,12320
1232,小学教育,107,教育类,1,专科 ,三年,21828
1233,语文教育,160,教育类,2,专科 ,三年,21163
1234,数学教育,965,教育类,24,专科 ,三年,4557
1235,英语教育,977,教育类,25,专科 ,三年,4421
1236,物理教育,1205,教育类,42,专科 ,三年,2068
1237,化学教育,1199,教育类,41,专科 ,三年,2109
1238,生物教育,1249,教育类,47,专科 ,三年,1367
1239,历史教育,1195,教育类,40,专科 ,三年,2252
1240,地理教育,954,教育类,23,专科 ,三年,4731
1241,音乐教育,915,教育类,22,专科 ,三年,5393
1242,美术教育,1112,教育类,34,专科 ,三年,2940
1243,体育教育,869,教育类,20,专科 ,三年,6598
1244,思想政治教育,1002,教育类,27,专科 ,三年,4115
1245,舞蹈教育,1094,教育类,33,专科 ,三年,3084
1246,艺术教育,1083,教育类,32,专科 ,三年,3212
1247,特殊教育,811,教育类,16,专科 ,三年,8387
1248,科学教育,1061,教育类,30,专科 ,三年,3394
1249,现代教育技术,1210,教育类,44,专科 ,三年,1973
1250,心理健康教育,320,教育类,4,专科 ,三年,20759
1251,汉语,988,语言类,26,专科 ,三年,4293
1252,商务英语,1018,语言类,29,专科 ,三年,3938
1253,应用英语,903,语言类,21,专科 ,三年,5618
1254,旅游英语,1222,语言类,46,专科 ,三年,1788
1255,商务日语,1017,语言类,28,专科 ,三年,3957
1256,应用日语,1116,语言类,35,专科 ,三年,2898
1257,旅游日语,1162,语言类,38,专科 ,三年,2551
1258,应用韩语,1174,语言类,39,专科 ,三年,2443
1259,应用俄语,1206,语言类,43,专科 ,三年,2066
1260,应用法语,830,语言类,18,专科 ,三年,7722
1261,应用德语,825,语言类,17,专科 ,三年,7839
1262,应用西班牙语,846,语言类,19,专科 ,三年,7377
1263,应用越南语,1214,语言类,45,专科 ,三年,1955
1264,应用泰语,608,语言类,14,专科 ,三年,20635
1265,应用阿拉伯语,1082,语言类,31,专科 ,三年,3213
1266,应用外语,513,语言类,11,专科 ,三年,20654
1267,文秘,1130,文秘类,37,专科 ,三年,2786
1268,文秘速录,494,文秘类,10,专科 ,三年,20658
1269,运动训练,1123,体育类,36,专科 ,三年,2845
1270,运动防护,435,体育类,6,专科 ,三年,20679
1271,社会体育,1258,体育类,49,专科 ,三年,1173
1272,休闲体育,344,体育类,5,专科 ,三年,20742
1273,高尔夫球运动与管理,584,体育类,12,专科 ,三年,20640
1274,民族传统体育,1252,体育类,48,专科 ,三年,1295
1275,体育艺术表演,593,体育类,13,专科 ,三年,20637
1276,体育运营与管理,443,体育类,7,专科 ,三年,20677
1277,体育保健与康复,474,体育类,8,专科 ,三年,20665
1278,健身指导与管理,475,体育类,9,专科 ,三年,20665
1279,电子竞技运动与管理,1275,体育类,50,专科 ,三年,302
1280,治安管理,944,公安管理类,22,专科 ,三年,4863
1281,交通管理,708,公安管理类,12,专科 ,三年,14273
1282,信息网络安全监察,722,公安管理类,13,专科 ,三年,12771
1283,防火管理,1179,公安管理类,36,专科 ,三年,2407
1284,边防检查,1068,公安管理类,30,专科 ,三年,3360
1285,边境管理,1150,公安管理类,35,专科 ,三年,2625
1286,特警,182,公安管理类,1,专科 ,三年,21077
1287,警察管理,666,公安管理类,10,专科 ,三年,19799
1288,公共安全管理,883,公安管理类,19,专科 ,三年,6091
1289,森林消防,1194,公安管理类,37,专科 ,三年,2268
1290,部队后勤管理,893,公安管理类,20,专科 ,三年,5784
1291,部队政治工作,1001,公安管理类,28,专科 ,三年,4128
1292,警察指挥与战术,1133,公安指挥类,34,专科 ,三年,2745
1293,边防指挥,1120,公安指挥类,33,专科 ,三年,2857
1294,通信指挥,455,公安指挥类,5,专科 ,三年,20669
1295,消防指挥,1200,公安指挥类,39,专科 ,三年,2105
1296,参谋业务,984,公安指挥类,26,专科 ,三年,4329
1297,抢险救援,1235,公安指挥类,40,专科 ,三年,1593
1298,船艇指挥,1298,公安指挥类,42,专科 ,三年,84
1299,刑事科学技术,223,公安技术类,2,专科 ,三年,20927
1300,警犬技术,959,公安技术类,24,专科 ,三年,4669
1301,国内安全保卫,464,侦查类,6,专科 ,三年,20667
1302,经济犯罪侦查,818,侦查类,16,专科 ,三年,8111
1303,禁毒,947,侦查类,23,专科 ,三年,4850
1304,刑事侦查,1280,侦查类,41,专科 ,三年,186
1305,司法助理,927,法律实务类,21,专科 ,三年,5215
1306,法律文秘,994,法律实务类,27,专科 ,三年,4195
1307,法律事务,240,法律实务类,3,专科 ,三年,20882
1308,检察事务,439,法律实务类,4,专科 ,三年,20677
1309,刑事执行,1196,法律执行类,38,专科 ,三年,2209
1310,民事执行,1073,法律执行类,31,专科 ,三年,3315
1311,行政执行,674,法律执行类,11,专科 ,三年,18515
1312,司法警务,963,法律执行类,25,专科 ,三年,4612
1313,社区矫正,597,法律执行类,9,专科 ,三年,20635
1314,刑事侦查技术,768,司法技术类,14,专科 ,三年,10126
1315,安全防范技术,1106,司法技术类,32,专科 ,三年,2983
1316,司法信息技术,873,司法技术类,18,专科 ,三年,6457
1317,司法鉴定技术,842,司法技术类,17,专科 ,三年,7480
1318,司法信息安全,1037,司法技术类,29,专科 ,三年,3684
1319,罪犯心理测量与矫正技术,809,司法技术类,15,专科 ,三年,8413
1320,戒毒矫治技术,495,司法技术类,7,专科 ,三年,20657
